deal_id,company_name,region,industry,lead_source,sales_rep,stage,amount_usd,created_date,close_date,is_won,sales_cycle_days
D00823,Global Technologies,East,Healthcare,Website,Karan Malhotra,Prospecting,30600.0,2024-02-22,,False,
D00824,Radiant Group,East,Finance,Partner,Kavya Reddy,Prospecting,27600.0,2025-08-21,,False,
D00825,Bright Group,East,Manufacturing,Cold Call,Priya Nair,Prospecting,16200.0,2026-03-28,,False,
D00826,Kinetic Systems,South,Healthcare,Website,Priya Nair,Closed Won,21500.0,2025-10-09,2025-11-05,True,27.0
D00827,Global Industries,Central,Education,Trade Show,Priya Nair,Proposal,8100.0,2026-05-25,,False,
D00828,Radiant Systems,Central,It Services,Trade Show,Rohit Verma,Negotiation,20700.0,2024-07-29,,False,
D00829,Radiant Industries,East,Finance,Partner,Vikram Shah,Closed Lost,21600.0,2024-05-20,2024-06-27,False,38.0
D00830,Vertex Corp,North,Healthcare,Referral,Arjun Mehta,Qualification,9000.0,2024-08-30,,False,
D00831,Nexus Technologies,Central,Retail,Social Media,Rohit Verma,Qualification,8700.0,2024-08-24,,False,
D00832,Horizon Systems,South,Finance,Social Media,Vikram Shah,Closed Won,41600.0,2024-06-06,2024-07-01,True,25.0
D00833,Kinetic Technologies,North,Manufacturing,Trade Show,Rohit Verma,Negotiation,25500.0,2025-12-15,,False,
D00834,Radiant Corp,Central,Manufacturing,Trade Show,Priya Nair,Prospecting,34700.0,2026-01-15,,False,
D00835,Alpha Industries,West,Healthcare,Trade Show,Sneha Iyer,Closed Won,20400.0,2025-04-10,2025-06-08,True,59.0
D00836,Global Systems,South,Retail,Partner,Vikram Shah,Qualification,12000.0,2024-12-19,,False,
D00837,Jupiter Solutions,Central,Manufacturing,Social Media,Rohit Verma,Prospecting,21200.0,2026-05-20,,False,
D00838,Orbit Solutions,West,Finance,Cold Call,Rohit Verma,Proposal,17800.0,2024-12-29,,False,
D00839,Ironclad Group,South,Manufacturing,Cold Call,Vikram Shah,Closed Lost,13600.0,2025-04-15,2025-04-24,False,9.0
D00840,Zenith Systems,West,Retail,Cold Call,Kavya Reddy,Prospecting,9200.0,2024-08-21,,False,
D00841,Unity Group,South,It Services,Cold Call,Priya Nair,Qualification,12200.0,2024-12-01,,False,
D00842,Kinetic Solutions,East,Finance,Website,Vikram Shah,Proposal,36500.0,2025-01-28,,False,
D00843,Alpha Solutions,South,Retail,Referral,Sneha Iyer,Closed Lost,6100.0,2025-12-16,2026-01-18,False,33.0
D00844,Alpha Group,West,Finance,Cold Call,Karan Malhotra,Closed Lost,45600.0,2026-01-07,2026-03-03,False,55.0
D00845,Jupiter Solutions,Central,Retail,Social Media,Karan Malhotra,Qualification,11400.0,2025-05-14,,False,
D00846,Zenith Corp,West,Manufacturing,Website,Priya Nair,Closed Lost,15600.0,2026-01-23,2026-02-14,False,22.0
D00847,Horizon Corp,East,Retail,Social Media,Arjun Mehta,Closed Won,6900.0,2025-10-12,2025-12-25,True,74.0
D00848,Nexus Technologies,West,Retail,Website,Kavya Reddy,Proposal,8000.0,2025-06-29,,False,
D00849,Meridian Enterprises,North,Retail,Trade Show,Ananya Rao,Qualification,6200.0,2025-01-08,,False,
D00850,Orbit Corp,North,Finance,Website,Rohit Verma,Negotiation,27000.0,2026-02-12,,False,
D00851,Lumina Solutions,North,Retail,Cold Call,Priya Nair,Qualification,9000.0,2025-01-26,,False,
D00852,Lumina Group,North,Education,Trade Show,Sneha Iyer,Proposal,10300.0,2025-07-04,,False,
D00853,Global Corp,East,It Services,Trade Show,Karan Malhotra,Negotiation,25100.0,2026-04-24,,False,
D00854,Pioneer Solutions,West,Healthcare,Referral,Arjun Mehta,Closed Won,2800.0,2025-07-23,2025-08-16,True,24.0
D00855,Bright Enterprises,West,Retail,Trade Show,Ananya Rao,Negotiation,14500.0,2024-11-28,,False,
D00856,Horizon Systems,West,It Services,Cold Call,Kavya Reddy,Proposal,7700.0,2025-02-18,,False,
D00857,Everest Solutions,Central,Finance,Partner,Kavya Reddy,Closed Lost,32800.0,2026-01-05,2026-02-26,False,52.0
D00858,Crest Corp,East,Healthcare,Social Media,Karan Malhotra,Negotiation,24500.0,2025-10-29,,False,
D00859,Quantum Technologies,South,Education,Social Media,Karan Malhotra,Qualification,8000.0,2024-04-18,,False,
D00860,Quantum Group,East,It Services,Referral,Sneha Iyer,Proposal,21400.0,2026-03-20,,False,
D00861,Horizon Corp,West,Retail,Cold Call,Karan Malhotra,Qualification,2700.0,2024-09-10,,False,
D00862,Quantum Systems,West,It Services,Trade Show,Kavya Reddy,Prospecting,10700.0,2025-09-03,,False,
D00863,Falcon Solutions,West,Retail,Referral,Kavya Reddy,Qualification,11000.0,2025-08-07,,False,
D00864,Titan Corp,South,Retail,Social Media,Vikram Shah,Qualification,2400.0,2024-09-05,,False,
D00865,Ironclad Solutions,East,It Services,Partner,Kavya Reddy,Closed Lost,21200.0,2025-02-18,2025-03-31,False,41.0
D00866,Everest Solutions,West,Healthcare,Social Media,Kavya Reddy,Closed Won,25200.0,2025-11-29,2026-02-07,True,70.0
D00867,Vertex Corp,South,Manufacturing,Referral,Ananya Rao,Closed Lost,24700.0,2024-06-10,2024-07-04,False,24.0
D00868,Lumina Corp,West,Manufacturing,Website,Rohit Verma,Closed Lost,12900.0,2024-01-23,2024-03-15,False,52.0
D00869,Quantum Technologies,East,Healthcare,Social Media,Priya Nair,Closed Lost,17100.0,2026-02-23,2026-06-09,False,106.0
D00870,Ironclad Corp,South,Healthcare,Social Media,Arjun Mehta,Negotiation,27000.0,2025-12-03,,False,
D00871,Radiant Enterprises,West,Finance,Cold Call,Priya Nair,Prospecting,38900.0,2025-10-18,,False,
D00872,Quantum Industries,South,It Services,Cold Call,Kavya Reddy,Proposal,5500.0,2025-05-13,,False,
D00873,Titan Systems,North,It Services,Partner,Sneha Iyer,Qualification,19900.0,2026-05-27,,False,
D00874,Global Industries,South,Retail,Partner,Arjun Mehta,Prospecting,8300.0,2025-06-20,,False,
D00875,Pioneer Industries,East,Manufacturing,Partner,Kavya Reddy,Closed Won,28900.0,2025-03-27,2025-04-29,True,33.0
D00876,Global Technologies,South,Retail,Cold Call,Vikram Shah,Closed Won,10000.0,2025-11-01,2025-12-23,True,52.0
D00877,Summit Systems,Central,Retail,Partner,Rohit Verma,Negotiation,6000.0,2024-01-16,,False,
D00878,Kinetic Corp,Central,Manufacturing,Website,Arjun Mehta,Proposal,33000.0,2025-09-05,,False,
D00879,Falcon Industries,South,Healthcare,Trade Show,Vikram Shah,Prospecting,9500.0,2025-10-30,,False,
D00880,Jupiter Technologies,North,Healthcare,Social Media,Vikram Shah,Closed Lost,5400.0,2026-04-04,2026-05-13,False,39.0
D00881,Titan Group,Central,Finance,Trade Show,Ananya Rao,Qualification,39500.0,2024-05-18,,False,
D00882,Unity Industries,Central,It Services,Partner,Vikram Shah,Negotiation,20800.0,2025-04-19,,False,
D00883,Delta Corp,South,Education,Partner,Rohit Verma,Negotiation,7300.0,2025-08-20,,False,
D00884,Delta Industries,South,It Services,Website,Arjun Mehta,Qualification,25800.0,2025-04-29,,False,
D00885,Vertex Technologies,East,Retail,Referral,Kavya Reddy,Closed Lost,7400.0,2024-05-28,2024-07-25,False,58.0
D00886,Everest Solutions,North,Healthcare,Partner,Ananya Rao,Negotiation,12700.0,2024-07-20,,False,
D00887,Pioneer Systems,East,Retail,Social Media,Priya Nair,Qualification,3900.0,2026-04-25,,False,
D00888,Horizon Industries,West,Finance,Cold Call,Ananya Rao,Prospecting,38000.0,2025-04-06,,False,
D00889,Falcon Technologies,South,Manufacturing,Cold Call,Rohit Verma,Closed Won,23200.0,2025-03-23,2025-05-03,True,41.0
D00890,Alpha Corp,North,Finance,Partner,Arjun Mehta,Prospecting,34800.0,2024-01-23,,False,
D00891,Vertex Group,East,Education,Partner,Arjun Mehta,Closed Won,3100.0,2025-03-09,2025-04-06,True,28.0
D00892,Alpha Enterprises,East,It Services,Trade Show,Kavya Reddy,Closed Won,11600.0,2024-04-15,2024-05-20,True,35.0
D00893,Bright Corp,Central,Retail,Referral,Rohit Verma,Closed Lost,5600.0,2024-05-25,2024-07-02,False,38.0
D00894,Falcon Systems,Central,It Services,Trade Show,Vikram Shah,Closed Won,14900.0,2024-09-27,2024-12-04,True,68.0
D00895,Falcon Corp,South,Healthcare,Referral,Kavya Reddy,Closed Won,14100.0,2024-02-26,2024-03-17,True,20.0
D00896,Unity Technologies,Central,It Services,Partner,Kavya Reddy,Closed Won,20100.0,2026-03-20,2026-03-28,True,8.0
D00897,Zenith Enterprises,West,Finance,Cold Call,Karan Malhotra,Closed Lost,24400.0,2026-06-13,2026-06-30,False,17.0
D00898,Alpha Industries,South,Manufacturing,Social Media,Arjun Mehta,Negotiation,53400.0,2024-07-26,,False,
D00899,Titan Solutions,West,Finance,Cold Call,Priya Nair,Proposal,49600.0,2025-07-19,,False,
D00900,Jupiter Solutions,South,Manufacturing,Cold Call,Ananya Rao,Closed Won,18600.0,2024-07-05,2024-07-16,True,11.0
D00901,Bright Corp,West,Healthcare,Website,Arjun Mehta,Negotiation,32500.0,2026-04-28,,False,
D00902,Lumina Solutions,North,Retail,Social Media,Vikram Shah,Qualification,9800.0,2024-06-16,,False,
D00903,Alpha Group,East,Education,Partner,Karan Malhotra,Prospecting,10600.0,2024-10-25,,False,
D00904,Orbit Technologies,Central,Retail,Referral,Arjun Mehta,Closed Won,4400.0,2025-12-30,2026-01-13,True,14.0
D00905,Bright Industries,North,Finance,Referral,Sneha Iyer,Negotiation,26700.0,2024-02-06,,False,
D00906,Jupiter Industries,West,Healthcare,Website,Kavya Reddy,Prospecting,16800.0,2025-07-23,,False,
D00907,Ironclad Systems,North,Manufacturing,Social Media,Karan Malhotra,Closed Lost,37300.0,2025-09-14,2025-11-22,False,69.0
D00908,Falcon Enterprises,Central,Retail,Website,Priya Nair,Closed Lost,10900.0,2026-06-05,2026-06-30,False,25.0
D00909,Horizon Solutions,West,It Services,Partner,Kavya Reddy,Negotiation,11000.0,2024-12-14,,False,
D00910,Vertex Technologies,West,It Services,Social Media,Karan Malhotra,Prospecting,4800.0,2025-07-01,,False,
D00911,Radiant Industries,South,Manufacturing,Referral,Kavya Reddy,Prospecting,19400.0,2025-03-01,,False,
D00912,Jupiter Systems,West,It Services,Partner,Rohit Verma,Negotiation,16000.0,2026-03-17,,False,
D00913,Everest Systems,West,Retail,Partner,Ananya Rao,Qualification,11700.0,2024-11-12,,False,
D00914,Bright Enterprises,Central,Healthcare,Website,Ananya Rao,Qualification,31400.0,2026-01-22,,False,
D00915,Unity Enterprises,North,Retail,Referral,Karan Malhotra,Proposal,11700.0,2024-04-08,,False,
D00916,Ironclad Solutions,North,Healthcare,Trade Show,Karan Malhotra,Qualification,15400.0,2024-11-10,,False,
D00917,Jupiter Corp,West,Manufacturing,Referral,Priya Nair,Closed Lost,16700.0,2024-02-23,2024-03-22,False,28.0
D00918,Horizon Solutions,South,It Services,Website,Sneha Iyer,Qualification,19600.0,2024-12-15,,False,
D00919,Radiant Group,West,Manufacturing,Social Media,Sneha Iyer,Proposal,38500.0,2026-06-27,,False,
D00920,Radiant Solutions,West,Finance,Referral,Ananya Rao,Qualification,11800.0,2025-09-20,,False,
D00921,Jupiter Systems,North,Education,Cold Call,Kavya Reddy,Prospecting,11200.0,2024-12-19,,False,
D00922,Quantum Corp,North,Healthcare,Partner,Priya Nair,Closed Won,25900.0,2026-04-25,2026-05-13,True,18.0
D00923,Jupiter Industries,South,Education,Website,Priya Nair,Closed Lost,7500.0,2025-02-17,2025-03-02,False,13.0
D00924,Ironclad Enterprises,North,It Services,Partner,Priya Nair,Qualification,9600.0,2025-12-29,,False,
D00925,Bright Corp,South,Healthcare,Website,Karan Malhotra,Negotiation,22200.0,2026-03-09,,False,
D00926,Delta Group,North,Retail,Referral,Kavya Reddy,Prospecting,5800.0,2024-06-04,,False,
D00927,Radiant Technologies,Central,Retail,Cold Call,Sneha Iyer,Closed Lost,8000.0,2025-01-16,2025-02-05,False,20.0
D00928,Summit Technologies,South,Manufacturing,Social Media,Ananya Rao,Closed Won,24600.0,2024-08-26,2024-09-15,True,20.0
D00929,Delta Industries,East,It Services,Social Media,Ananya Rao,Negotiation,12000.0,2024-05-15,,False,
D00930,Unity Systems,Central,Healthcare,Trade Show,Priya Nair,Proposal,26700.0,2026-05-11,,False,
D00931,Falcon Systems,West,Healthcare,Trade Show,Karan Malhotra,Qualification,20200.0,2024-04-19,,False,
D00932,Meridian Enterprises,West,It Services,Trade Show,Priya Nair,Qualification,16500.0,2026-05-08,,False,
D00933,Jupiter Enterprises,North,Finance,Referral,Arjun Mehta,Proposal,15200.0,2024-03-13,,False,
D00934,Jupiter Corp,South,It Services,Partner,Vikram Shah,Closed Lost,20700.0,2024-03-28,2024-05-08,False,41.0
D00935,Meridian Corp,West,Retail,Website,Karan Malhotra,Proposal,6100.0,2026-01-06,,False,
D00936,Titan Corp,West,Healthcare,Partner,Rohit Verma,Closed Lost,23400.0,2026-02-01,2026-02-26,False,25.0
D00937,Summit Corp,North,Education,Cold Call,Ananya Rao,Proposal,7300.0,2025-04-08,,False,
D00938,Global Systems,North,Finance,Social Media,Kavya Reddy,Closed Won,35200.0,2025-06-10,2025-07-17,True,37.0
D00939,Titan Corp,North,Education,Trade Show,Priya Nair,Negotiation,2900.0,2024-08-17,,False,
D00940,Horizon Industries,South,Education,Trade Show,Ananya Rao,Prospecting,6700.0,2024-03-28,,False,
D00941,Alpha Corp,Central,It Services,Partner,Kavya Reddy,Closed Won,9800.0,2024-12-08,2025-01-24,True,47.0
D00942,Quantum Systems,North,Manufacturing,Cold Call,Vikram Shah,Negotiation,29900.0,2024-10-18,,False,
D00943,Everest Systems,North,Healthcare,Cold Call,Ananya Rao,Qualification,11400.0,2025-09-14,,False,
D00944,Everest Group,Central,It Services,Social Media,Rohit Verma,Proposal,24300.0,2024-09-27,,False,
D00945,Summit Technologies,Central,Retail,Partner,Rohit Verma,Closed Won,6000.0,2024-11-24,2024-12-16,True,22.0
D00946,Meridian Systems,North,Manufacturing,Cold Call,Ananya Rao,Negotiation,19200.0,2024-07-27,,False,
D00947,Delta Technologies,West,Healthcare,Website,Vikram Shah,Negotiation,17900.0,2025-09-13,,False,
D00948,Lumina Enterprises,West,Education,Referral,Arjun Mehta,Proposal,5000.0,2024-12-30,,False,
D00949,Crest Technologies,North,Education,Referral,Arjun Mehta,Proposal,7500.0,2025-02-08,,False,
D00950,Horizon Enterprises,North,Retail,Website,Priya Nair,Prospecting,10500.0,2024-12-17,,False,
D00951,Nexus Industries,South,Retail,Referral,Arjun Mehta,Qualification,8200.0,2024-10-05,,False,
D00952,Jupiter Group,Central,Healthcare,Referral,Vikram Shah,Closed Lost,23000.0,2024-12-11,2025-01-20,False,40.0
D00953,Unity Solutions,West,It Services,Social Media,Kavya Reddy,Proposal,14000.0,2025-12-27,,False,
D00954,Meridian Group,West,Manufacturing,Trade Show,Priya Nair,Closed Won,9800.0,2024-07-10,2024-08-19,True,40.0
D00955,Lumina Solutions,West,Retail,Website,Kavya Reddy,Closed Lost,11700.0,2024-10-23,2024-12-30,False,68.0
D00956,Nexus Technologies,North,Education,Trade Show,Sneha Iyer,Negotiation,6800.0,2024-07-28,,False,
D00957,Jupiter Enterprises,West,Manufacturing,Website,Vikram Shah,Negotiation,41200.0,2025-01-09,,False,
D00958,Lumina Technologies,East,Finance,Trade Show,Sneha Iyer,Prospecting,22600.0,2025-09-22,,False,
D00959,Meridian Enterprises,South,Finance,Trade Show,Kavya Reddy,Prospecting,48000.0,2026-01-20,,False,
D00960,Radiant Group,North,Education,Website,Ananya Rao,Proposal,5900.0,2025-03-10,,False,
D00961,Zenith Corp,South,Education,Social Media,Kavya Reddy,Qualification,7500.0,2025-04-10,,False,
D00962,Unity Systems,South,Healthcare,Cold Call,Ananya Rao,Closed Lost,19500.0,2026-02-15,2026-04-06,False,50.0
D00963,Titan Group,Central,Finance,Website,Karan Malhotra,Negotiation,28700.0,2024-06-11,,False,
D00964,Orbit Corp,Central,Education,Referral,Karan Malhotra,Qualification,1200.0,2024-08-12,,False,
D00965,Radiant Technologies,Central,It Services,Referral,Arjun Mehta,Qualification,15600.0,2025-01-24,,False,
D00966,Falcon Corp,North,Healthcare,Partner,Karan Malhotra,Negotiation,11700.0,2025-09-28,,False,
D00967,Meridian Technologies,Central,Healthcare,Referral,Priya Nair,Closed Won,13700.0,2024-01-13,2024-02-05,True,23.0
D00968,Delta Solutions,North,It Services,Trade Show,Sneha Iyer,Proposal,27400.0,2024-12-21,,False,
D00969,Radiant Corp,South,Healthcare,Cold Call,Ananya Rao,Closed Lost,27600.0,2025-02-12,2025-02-22,False,10.0
D00970,Summit Systems,East,It Services,Website,Sneha Iyer,Qualification,9300.0,2024-09-13,,False,
D00971,Everest Systems,North,Retail,Cold Call,Arjun Mehta,Prospecting,6900.0,2025-10-11,,False,
D00972,Zenith Enterprises,West,Manufacturing,Referral,Ananya Rao,Proposal,13200.0,2026-01-04,,False,
D00973,Global Group,Central,Retail,Website,Rohit Verma,Prospecting,8100.0,2026-05-17,,False,
D00974,Delta Industries,West,Finance,Website,Vikram Shah,Closed Lost,25500.0,2024-02-16,2024-03-15,False,28.0
D00975,Jupiter Industries,East,Retail,Partner,Kavya Reddy,Qualification,7100.0,2024-02-15,,False,
D00976,Nexus Systems,South,Retail,Referral,Karan Malhotra,Negotiation,10700.0,2026-01-30,,False,
D00977,Global Systems,East,Finance,Social Media,Arjun Mehta,Proposal,14800.0,2024-12-21,,False,
D00978,Jupiter Group,South,Education,Social Media,Priya Nair,Closed Won,4500.0,2025-05-30,2025-07-12,True,43.0
D00979,Alpha Corp,North,Healthcare,Cold Call,Arjun Mehta,Closed Lost,5700.0,2025-09-14,2025-10-25,False,41.0
D00980,Orbit Solutions,East,Manufacturing,Trade Show,Arjun Mehta,Prospecting,16000.0,2026-03-09,,False,
D00981,Quantum Corp,South,Manufacturing,Referral,Vikram Shah,Prospecting,40100.0,2024-11-20,,False,
D00982,Alpha Enterprises,North,Manufacturing,Partner,Priya Nair,Negotiation,21100.0,2025-07-30,,False,
D00983,Jupiter Solutions,North,Retail,Website,Ananya Rao,Closed Won,10000.0,2025-01-17,2025-02-27,True,41.0
D00984,Bright Industries,West,Healthcare,Partner,Vikram Shah,Qualification,16600.0,2025-10-04,,False,
D00985,Radiant Group,North,It Services,Trade Show,Rohit Verma,Proposal,8700.0,2025-02-23,,False,
D00986,Nexus Solutions,West,Retail,Referral,Sneha Iyer,Qualification,1900.0,2025-07-08,,False,
D00987,Alpha Industries,Central,Education,Social Media,Vikram Shah,Prospecting,6600.0,2024-09-03,,False,
D00988,Summit Group,North,It Services,Partner,Kavya Reddy,Qualification,19900.0,2025-12-26,,False,
D00989,Unity Enterprises,North,Healthcare,Partner,Priya Nair,Qualification,26800.0,2025-06-26,,False,
D00990,Crest Industries,North,Finance,Cold Call,Arjun Mehta,Closed Lost,16100.0,2025-07-11,2025-08-20,False,40.0
D00991,Nexus Industries,East,Healthcare,Cold Call,Sneha Iyer,Proposal,11100.0,2025-04-30,,False,
D00992,Delta Group,South,It Services,Website,Rohit Verma,Qualification,18200.0,2025-10-27,,False,
D00993,Kinetic Enterprises,Central,Finance,Website,Sneha Iyer,Qualification,33800.0,2025-02-24,,False,
D00994,Quantum Systems,East,Education,Referral,Sneha Iyer,Negotiation,4500.0,2025-09-09,,False,
D00995,Ironclad Group,West,Finance,Cold Call,Kavya Reddy,Proposal,15000.0,2025-04-16,,False,
D00996,Pioneer Group,South,Healthcare,Website,Arjun Mehta,Closed Won,13700.0,2026-04-29,2026-06-01,True,33.0
D00997,Summit Industries,West,Finance,Cold Call,Karan Malhotra,Prospecting,9900.0,2026-06-14,,False,
D00998,Quantum Systems,East,Retail,Website,Vikram Shah,Prospecting,7700.0,2024-05-02,,False,
D00999,Zenith Industries,West,Healthcare,Trade Show,Priya Nair,Proposal,9500.0,2026-02-04,,False,
D01000,Unity Group,West,Finance,Trade Show,Ananya Rao,Prospecting,65100.0,2025-10-18,,False,
D01001,Unity Technologies,West,Manufacturing,Partner,Rohit Verma,Qualification,15100.0,2024-03-07,,False,
D01002,Orbit Solutions,North,It Services,Cold Call,Vikram Shah,Negotiation,7600.0,2024-02-20,,False,
D01003,Crest Group,South,Healthcare,Trade Show,Ananya Rao,Qualification,24900.0,2024-10-17,,False,
D01004,Pioneer Group,South,Healthcare,Website,Arjun Mehta,Closed Won,19200.0,2026-03-15,2026-04-26,True,42.0
D01005,Unity Solutions,West,Finance,Partner,Priya Nair,Negotiation,10200.0,2025-04-15,,False,
D01006,Titan Enterprises,Central,It Services,Cold Call,Ananya Rao,Proposal,12300.0,2025-08-22,,False,
D01007,Nexus Technologies,North,Education,Social Media,Ananya Rao,Qualification,2600.0,2025-05-16,,False,
D01008,Falcon Systems,North,Retail,Partner,Sneha Iyer,Closed Won,8100.0,2025-05-11,2025-05-24,True,13.0
D01009,Meridian Group,West,Manufacturing,Referral,Ananya Rao,Negotiation,35900.0,2025-07-11,,False,
D01010,Zenith Enterprises,South,Retail,Trade Show,Priya Nair,Qualification,13300.0,2025-11-29,,False,
D01011,Zenith Corp,West,Education,Partner,Sneha Iyer,Closed Lost,3900.0,2024-09-04,2024-09-25,False,21.0
D01012,Horizon Systems,Central,Retail,Trade Show,Sneha Iyer,Prospecting,5800.0,2024-11-04,,False,
D01013,Titan Enterprises,South,Retail,Website,Karan Malhotra,Closed Won,8300.0,2024-05-11,2024-07-07,True,57.0
D01014,Titan Solutions,South,Manufacturing,Social Media,Kavya Reddy,Prospecting,32500.0,2025-11-15,,False,
D01015,Pioneer Solutions,South,Retail,Referral,Priya Nair,Qualification,5800.0,2025-10-04,,False,
D01016,Orbit Corp,South,Finance,Cold Call,Ananya Rao,Closed Won,41400.0,2026-04-25,2026-05-15,True,20.0
D01017,Ironclad Industries,Central,It Services,Referral,Sneha Iyer,Proposal,15800.0,2024-07-21,,False,
D01018,Titan Group,North,Education,Trade Show,Arjun Mehta,Closed Lost,6400.0,2025-05-04,2025-06-13,False,40.0
D01019,Alpha Group,North,Finance,Partner,Ananya Rao,Negotiation,18900.0,2025-03-15,,False,
D01020,Global Industries,South,Education,Cold Call,Sneha Iyer,Qualification,4100.0,2024-06-21,,False,
D01021,Titan Technologies,West,Education,Referral,Priya Nair,Closed Lost,9500.0,2024-01-11,2024-01-23,False,12.0
D01022,Kinetic Group,West,Healthcare,Trade Show,Sneha Iyer,Prospecting,24300.0,2025-08-14,,False,
D01023,Meridian Solutions,East,Retail,Trade Show,Ananya Rao,Closed Won,5300.0,2025-03-11,2025-06-04,True,85.0
D01024,Zenith Enterprises,North,It Services,Social Media,Ananya Rao,Proposal,18200.0,2025-09-28,,False,
D01025,Everest Systems,East,Manufacturing,Website,Vikram Shah,Closed Lost,15000.0,2026-04-29,2026-06-15,False,47.0
D01026,Pioneer Systems,South,Finance,Website,Kavya Reddy,Qualification,36200.0,2026-06-03,,False,
D01027,Pioneer Technologies,North,Education,Social Media,Priya Nair,Closed Lost,9000.0,2026-04-27,2026-06-17,False,51.0
D01028,Meridian Enterprises,North,Finance,Cold Call,Ananya Rao,Qualification,33000.0,2025-06-24,,False,
D01029,Radiant Solutions,South,It Services,Website,Ananya Rao,Proposal,12300.0,2024-02-02,,False,
D01030,Zenith Systems,East,Finance,Social Media,Priya Nair,Closed Won,26700.0,2024-01-29,2024-06-14,True,137.0
D01031,Meridian Industries,Central,Healthcare,Social Media,Vikram Shah,Prospecting,6200.0,2025-08-28,,False,
D01032,Bright Solutions,West,Retail,Website,Rohit Verma,Closed Won,9900.0,2024-11-12,2024-12-12,True,30.0
D01033,Global Systems,Central,Finance,Partner,Ananya Rao,Qualification,38700.0,2025-04-09,,False,
D01034,Pioneer Enterprises,East,Finance,Referral,Vikram Shah,Closed Won,16200.0,2025-12-28,2026-01-16,True,19.0
D01035,Alpha Enterprises,South,It Services,Referral,Vikram Shah,Closed Won,9200.0,2024-07-25,2024-08-22,True,28.0
D01036,Orbit Group,East,Healthcare,Trade Show,Priya Nair,Prospecting,19300.0,2024-09-17,,False,
D01037,Jupiter Technologies,West,Education,Website,Sneha Iyer,Qualification,5300.0,2024-11-26,,False,
D01038,Alpha Industries,East,It Services,Cold Call,Kavya Reddy,Prospecting,22200.0,2026-06-07,,False,
D01039,Everest Corp,West,Finance,Website,Sneha Iyer,Qualification,28400.0,2025-12-20,,False,
D01040,Vertex Technologies,West,It Services,Cold Call,Kavya Reddy,Negotiation,12900.0,2025-08-25,,False,
D01041,Pioneer Systems,West,Education,Social Media,Vikram Shah,Prospecting,6000.0,2024-01-09,,False,
D01042,Meridian Group,South,Manufacturing,Partner,Sneha Iyer,Prospecting,32500.0,2024-06-13,,False,
D01043,Zenith Group,Central,Manufacturing,Social Media,Karan Malhotra,Prospecting,25900.0,2024-10-22,,False,
D01044,Falcon Enterprises,North,Manufacturing,Referral,Karan Malhotra,Closed Lost,50400.0,2025-12-21,2026-03-26,False,95.0
D01045,Pioneer Technologies,East,It Services,Social Media,Karan Malhotra,Proposal,18100.0,2025-04-13,,False,
D01046,Bright Solutions,South,Retail,Trade Show,Rohit Verma,Closed Lost,4900.0,2025-09-23,2025-10-17,False,24.0
D01047,Vertex Industries,North,Manufacturing,Partner,Arjun Mehta,Closed Won,29600.0,2025-10-10,2025-12-01,True,52.0
D01048,Global Industries,East,It Services,Partner,Ananya Rao,Negotiation,7600.0,2025-03-31,,False,
D01049,Zenith Corp,East,Retail,Partner,Kavya Reddy,Qualification,11700.0,2025-03-09,,False,
D01050,Everest Systems,South,Healthcare,Referral,Priya Nair,Qualification,17300.0,2026-03-07,,False,
D01051,Delta Industries,South,Manufacturing,Social Media,Karan Malhotra,Proposal,11200.0,2025-11-05,,False,
D01052,Unity Industries,East,Education,Social Media,Sneha Iyer,Proposal,8200.0,2025-06-02,,False,
D01053,Crest Group,West,Retail,Trade Show,Vikram Shah,Proposal,5500.0,2026-06-09,,False,
D01054,Everest Systems,South,Finance,Trade Show,Sneha Iyer,Closed Won,38700.0,2024-05-23,2024-06-14,True,22.0
D01055,Alpha Industries,North,Healthcare,Trade Show,Vikram Shah,Closed Won,18700.0,2024-02-13,2024-04-05,True,52.0
D01056,Radiant Industries,Central,Healthcare,Cold Call,Kavya Reddy,Negotiation,6700.0,2026-06-10,,False,
D01057,Lumina Group,South,Education,Partner,Priya Nair,Proposal,5400.0,2026-01-07,,False,
D01058,Falcon Enterprises,West,Manufacturing,Trade Show,Arjun Mehta,Prospecting,12000.0,2026-04-15,,False,
D01059,Quantum Corp,East,Finance,Social Media,Arjun Mehta,Negotiation,32300.0,2025-12-03,,False,
D01060,Radiant Systems,Central,Healthcare,Social Media,Karan Malhotra,Closed Won,8800.0,2024-09-06,2024-11-16,True,71.0
D01061,Pioneer Systems,East,Finance,Referral,Vikram Shah,Qualification,38900.0,2024-02-29,,False,
D01062,Pioneer Solutions,East,Healthcare,Referral,Kavya Reddy,Negotiation,14000.0,2026-04-24,,False,
D01063,Crest Industries,South,Healthcare,Website,Karan Malhotra,Qualification,10100.0,2025-09-30,,False,
D01064,Kinetic Solutions,North,It Services,Social Media,Arjun Mehta,Closed Won,13200.0,2025-12-06,2026-01-14,True,39.0
D01065,Pioneer Systems,East,Finance,Social Media,Priya Nair,Proposal,10700.0,2024-01-17,,False,
D01066,Crest Technologies,North,Retail,Cold Call,Kavya Reddy,Negotiation,5000.0,2026-05-29,,False,
D01067,Lumina Systems,West,Finance,Social Media,Ananya Rao,Proposal,9200.0,2024-06-21,,False,
D01068,Pioneer Industries,Central,It Services,Website,Priya Nair,Qualification,5400.0,2025-08-31,,False,
